"UNICODE","P","D","L","V","LATITUDE","LONGITUDE"
"1.13.51.519A",1,13,"51","519A",-16.4171463560963,-71.4922684006304
"1.13.51.520A",1,13,"51","520A",-16.4170430282608,-71.4923300931579
"1.13.51.630A",1,13,"51","630A",-16.4159476727838,-71.4904694871027
"1.13.51.66A",1,13,"51","66A",-16.4146699005726,-71.4858382377038
"1.13.51.670A",1,13,"51","670A",-16.4154699791054,-71.4902287926202
"1.13.51.697A",1,13,"51","697A",-16.415359192025,-71.487468127835
"1.13.51.826A",1,13,"51","826A",-16.4168391538999,-71.486093992217
"1.13.51.888A",1,13,"51","888A",-16.4168654861649,-71.4872987290783
"1.13.51.981A",1,13,"51","981A",-16.4170827115928,-71.4902708895344
"1.13.52.9A",1,13,"52","9A",-16.413193789121,-71.4852037501625
"1.13.53.108A",1,13,"53","108A",-16.4204446337422,-71.4970053009588
"1.13.53.14A",1,13,"53","14A",-16.4192493089718,-71.4956310463233
"1.13.53.2A",1,13,"53","2A",-16.4187810715411,-71.4951723275795
"1.13.53.22A",1,13,"53","22A",-16.4191035835212,-71.4949947412509
"1.13.53.59A",1,13,"53","59A",-16.4197833569095,-71.4958957554488
"1.13.54.192A",1,13,"54","192A",-16.4219431273646,-71.4918844575775
"1.13.54.198A",1,13,"54","198A",-16.4220149162743,-71.4921656082002
"1.13.54.201A",1,13,"54","201A",-16.4218853888255,-71.4923072239137
"1.13.54.208A",1,13,"54","208A",-16.4223433503257,-71.4924717792522
"1.13.54.224A",1,13,"54","224A",-16.4225004841651,-71.4931339494643
"1.13.55.177A",1,13,"55","177A",-16.4236869239436,-71.4930729958797
"1.13.55.179A",1,13,"55","179A",-16.4233602815257,-71.4933429141942
"1.13.55.181A",1,13,"55","181A",-16.423293193195,-71.4931078196539
"1.13.55.189A",1,13,"55","189A",-16.4241635859966,-71.4922720563449
"1.13.55.194A",1,13,"55","194A",-16.4246328319773,-71.4921068593726
"1.13.55.210A",1,13,"55","210A",-16.4253027507234,-71.4921004234444
"1.13.55.223A",1,13,"55","223A",-16.4258083700183,-71.4914950539817
"1.13.55.232A",1,13,"55","232A",-16.4254763468241,-71.4919688144583
"1.13.55.290A",1,13,"55","290A",-16.4256464359063,-71.4908283335429
"1.13.55.301A",1,13,"55","301A",-16.4262765790084,-71.4913330189252
"1.13.55.320A",1,13,"55","320A",-16.425704255295,-71.4921894725999
"1.13.55.350A",1,13,"55","350A",-16.4240433226435,-71.4931061877096
"1.13.55.355A",1,13,"55","355A",-16.4251482589959,-71.4931700826233
"1.13.55.357A",1,13,"55","357A",-16.4250167407746,-71.4934343226212
"1.13.55.90A",1,13,"55","90A",-16.423650009072,-71.490105495378
"1.13.55.92A",1,13,"55","92A",-16.4244181465998,-71.4899931670716
"1.13.56.1013A",1,13,"56","1013A",-16.4251123550579,-71.4943551914631
"1.13.56.1024A",1,13,"56","1024A",-16.4237391337394,-71.4957684023968
"1.13.56.163A",1,13,"56","163A",-16.4283379491164,-71.4922344065889
"1.13.56.173A",1,13,"56","173A",-16.4278464063689,-71.4927340910139
"1.13.56.180A",1,13,"56","180A",-16.4284928738503,-71.4926386926779
"1.13.56.213A",1,13,"56","213A",-16.4285399150724,-71.4940464775763
"1.13.56.22A",1,13,"56","22A",-16.4257592375339,-71.492882731845
"1.13.56.223A",1,13,"56","223A",-16.4282773587564,-71.493552151621
"1.13.56.240A",1,13,"56","240A",-16.4277055028849,-71.4934576336431
"1.13.56.267A",1,13,"56","267A",-16.4279619084828,-71.4948017734798
"1.13.56.303A",1,13,"56","303A",-16.4285186347614,-71.4950963991977
"1.13.56.32A",1,13,"56","32A",-16.42661421113,-71.4929552223241
"1.13.56.326A",1,13,"56","326A",-16.4284956987173,-71.4959171039572
"1.13.56.333A",1,13,"56","333A",-16.4279405675051,-71.4959565807216
"1.13.56.343A",1,13,"56","343A",-16.4281269811144,-71.4954466267883
"1.13.56.379A",1,13,"56","379A",-16.4288730057164,-71.4963509339087
"1.13.56.403A",1,13,"56","403A",-16.4286609791004,-71.496699037104
"1.13.56.419A",1,13,"56","419A",-16.4293335735044,-71.4988761949534
"1.13.56.430A",1,13,"56","430A",-16.4290761191636,-71.4983365942568
"1.13.56.441A",1,13,"56","441A",-16.428666685709,-71.4984590873284
"1.13.56.443A",1,13,"56","443A",-16.4285100412504,-71.4984748385489
"1.13.56.449A",1,13,"56","449A",-16.4283864285779,-71.4979619264737
"1.13.56.478A",1,13,"56","478A",-16.4292553971763,-71.4995760565465
"1.13.56.480A",1,13,"56","480A",-16.4293077357385,-71.4998375280678
"1.13.56.500A",1,13,"56","500A",-16.4286319438275,-71.5001130533155
"1.13.56.537A",1,13,"56","537A",-16.4278902145578,-71.4995265945316
"1.13.56.631A",1,13,"56","631A",-16.4271498409074,-71.498511234548
"1.13.56.67A",1,13,"56","67A",-16.427465931838,-71.4925404109404
"1.13.56.692A",1,13,"56","692A",-16.4267824587877,-71.4971023200323
"1.13.56.70A",1,13,"56","70A",-16.4270539691852,-71.4917649331566
"1.13.56.71A",1,13,"56","71A",-16.4271692994473,-71.4916413175305
"1.13.56.723A",1,13,"56","723A",-16.4277097678654,-71.4963832284323
"1.13.56.740A",1,13,"56","740A",-16.4262611772804,-71.4965714183582
"1.13.56.774A",1,13,"56","774A",-16.4258566397614,-71.4955372682938
"1.13.56.779A",1,13,"56","779A",-16.4259786234283,-71.4952134278337
"1.13.56.81A",1,13,"56","81A",-16.4270057711428,-71.4915011153364
"1.13.56.821A",1,13,"56","821A",-16.4272522846181,-71.49459715049
"1.13.56.939A",1,13,"56","939A",-16.425977040313,-71.4945148117382
"1.13.56.941A",1,13,"56","941A",-16.4258748512785,-71.494710610177
"1.13.57.159A",1,13,"57","159A",-16.4292547058923,-71.5025535227386
"1.13.57.176A",1,13,"57","176A",-16.429289913676,-71.5021623299283
"1.13.57.210A",1,13,"57","210A",-16.4298084097187,-71.5017374027478
"1.13.57.233A",1,13,"57","233A",-16.4299471406195,-71.4993861308598
"1.13.57.24A",1,13,"57","24A",-16.4288742446899,-71.4932732609609
"1.13.57.255A",1,13,"57","255A",-16.4299844486806,-71.4980807993154
"1.13.57.63A",1,13,"57","63A",-16.429160245378,-71.496836843055
"1.13.57.97A",1,13,"57","97A",-16.4296243926148,-71.4990087708026
"1.13.59.58A",1,13,"59","58A",-16.4259179651916,-71.4998995734279
"1.13.59.65A",1,13,"59","65A",-16.4259186220778,-71.4988395977568
"1.13.59.76A",1,13,"59","76A",-16.4255556188837,-71.4994185864454
"1.13.6.17A",1,13,"6","17A",-16.4315821449282,-71.4908344967141
"1.13.6.36A",1,13,"6","36A",-16.4322284955505,-71.4923719410654
"1.13.60.1A",1,13,"60","1A",-16.4260042417253,-71.4979657064633
"1.13.60.155A",1,13,"60","155A",-16.4252535192441,-71.4983199282553
"1.13.60.177A",1,13,"60","177A",-16.4240536948157,-71.4973249530468
"1.13.60.293A",1,13,"60","293A",-16.4234730105825,-71.4982866857207
"1.13.60.58A",1,13,"60","58A",-16.4248576555678,-71.4958982400497
"1.13.61.16A",1,13,"61","16A",-16.4244350960914,-71.4992632120407
"1.13.61.6A",1,13,"61","6A",-16.4233781810202,-71.4989412895374
"1.13.62.106A",1,13,"62","106A",-16.4250660625313,-71.5016519403014
"1.13.62.107A",1,13,"62","107A",-16.4250296258856,-71.5017351245021
"1.13.62.111A",1,13,"62","111A",-16.4247315682718,-71.5017203907237
"1.13.62.112A",1,13,"62","112A",-16.4246224659311,-71.5016550254061
"1.13.62.116A",1,13,"62","116A",-16.4248229604653,-71.5012612168522
"1.13.62.172A",1,13,"62","172A",-16.4254205876937,-71.5021002287974
"1.13.62.180A",1,13,"62","180A",-16.4263115604725,-71.5019032421228
"1.13.62.197B",1,13,"62","197B",-16.4257875741577,-71.5028202310537
"1.13.62.197A",1,13,"62","197A",-16.4257875741577,-71.5028202310537
"1.13.62.201A",1,13,"62","201A",-16.4257385600833,-71.5030903916755
"1.13.62.217A",1,13,"62","217A",-16.4261168605571,-71.5029824761256
"1.13.62.228A",1,13,"62","228A",-16.4261479480767,-71.5037852020092
"1.13.62.230A",1,13,"62","230A",-16.4260562215465,-71.5039575382259
"1.13.62.250A",1,13,"62","250A",-16.4262954025187,-71.5026997265613
"1.13.62.263A",1,13,"62","263A",-16.4265510575357,-71.5028316333199
"1.13.62.272A",1,13,"62","272A",-16.426804442128,-71.5036144176732
"1.13.62.287A",1,13,"62","287A",-16.4266678824674,-71.503303744345
"1.13.62.302A",1,13,"62","302A",-16.4266090801095,-71.5043377191554
"1.13.62.303A",1,13,"62","303A",-16.4267099435716,-71.5042379952438
"1.13.62.342A",1,13,"62","342A",-16.4285967256672,-71.5029704084274
"1.13.63.8A",1,13,"63","8A",-16.4224692612661,-71.5001224705817
"1.13.75.202A",1,13,"75","202A",-16.4190263362223,-71.5108422297806
"1.13.75.25A",1,13,"75","25A",-16.4209261547446,-71.5084693960534
"1.13.75.459A",1,13,"75","459A",-16.4174186840505,-71.5117973526534
"1.13.76.110A",1,13,"76","110A",-16.4156759916236,-71.5119228907795
"1.13.76.13A",1,13,"76","13A",-16.4166253388516,-71.5114569675903
"1.13.76.139A",1,13,"76","139A",-16.415525514611,-71.511476294956
"1.13.76.384A",1,13,"76","384A",-16.4138756190091,-71.5137984727552
"1.13.76.404A",1,13,"76","404A",-16.413642229641,-71.5131562073148
"1.13.76.460A",1,13,"76","460A",-16.4136090235041,-71.5128780347896
"1.13.76.526A",1,13,"76","526A",-16.4130806158085,-71.5125353756881
"1.13.76.550A",1,13,"76","550A",-16.4127172889739,-71.5134003609607
"1.13.76.579A",1,13,"76","579A",-16.4110704633405,-71.5132550471863
"1.13.76.580A",1,13,"76","580A",-16.4111470367891,-71.5132307108077
"1.13.76.607A",1,13,"76","607A",-16.4131970718232,-71.5140404496158
"1.13.76.627A",1,13,"76","627A",-16.4131629251383,-71.5142628919031
"1.13.76.693A",1,13,"76","693A",-16.4131773722975,-71.5150463981108
"1.13.76.82A",1,13,"76","82A",-16.4161684435494,-71.5128764623468
"1.13.78.255A",1,13,"78","255A",-16.4166705164445,-71.5097364334232
"1.13.78.329A",1,13,"78","329A",-16.4167846868216,-71.50875
"1.13.78.378A",1,13,"78","378A",-16.4164290207151,-71.5083762901269
"1.13.78.400A",1,13,"78","400A",-16.4164120992841,-71.507179867035
"1.13.78.425A",1,13,"78","425A",-16.4166256629639,-71.5067105753868
"1.13.78.435A",1,13,"78","435A",-16.416743901459,-71.5063116508118
"1.13.78.91A",1,13,"78","91A",-16.4144129597667,-71.5106723902487
"1.13.82.186A",1,13,"82","186A",-16.4226803626819,-71.5033210211559
"1.13.82.215A",1,13,"82","215A",-16.4224144684528,-71.5026966378224
"1.13.82.95A",1,13,"82","95A",-16.4231741201973,-71.505701200563
"1.13.83.10A",1,13,"83","10A",-16.4241105545636,-71.5047761136088
"1.13.83.11A",1,13,"83","11A",-16.4241557989815,-71.5047267990126
"1.13.83.110A",1,13,"83","110A",-16.423867410626,-71.5037405143644
"1.13.83.119A",1,13,"83","119A",-16.4234450139453,-71.5030309861428
"1.13.83.12A",1,13,"83","12A",-16.4241948838478,-71.5046471366344
"1.13.83.155A",1,13,"83","155A",-16.4224850494122,-71.5024064353915
"1.13.83.179A",1,13,"83","179A",-16.4221023884822,-71.5012994458829
"1.13.83.202A",1,13,"83","202A",-16.4214939320794,-71.5017178423956
"1.13.83.227A",1,13,"83","227A",-16.4212961680313,-71.5022240833682
"1.13.83.301A",1,13,"83","301A",-16.419693925276,-71.5024199551214
"1.13.83.330A",1,13,"83","330A",-16.4204673371125,-71.5014101475457
"1.13.83.385A",1,13,"83","385A",-16.4209781933106,-71.4998238844193
"1.13.83.389B",1,13,"83","389B",-16.4211477735006,-71.4995616542634
"1.13.83.389A",1,13,"83","389A",-16.4211477735006,-71.4995616542634
"1.13.83.42A",1,13,"83","42A",-16.425122588661,-71.5047703824984
"1.13.83.44A",1,13,"83","44A",-16.4252550606075,-71.505032139764
"1.13.83.53A",1,13,"83","53A",-16.4241925358893,-71.5037740287813
"1.13.83.53B",1,13,"83","53B",-16.4241925358893,-71.5037740287813
"1.13.83.71A",1,13,"83","71A",-16.4237107583071,-71.5038584348646
"1.13.83.77A",1,13,"83","77A",-16.4232621014788,-71.5035938132185
"1.13.83.98A",1,13,"83","98A",-16.4231700343195,-71.5029974223665
"1.13.84.21A",1,13,"84","21A",-16.4245228575111,-71.5038111468943
"1.13.84.27A",1,13,"84","27A",-16.4241479958609,-71.503419680028
"1.13.85.127A",1,13,"85","127A",-16.4203910705073,-71.4990764137339
"1.13.85.130A",1,13,"85","130A",-16.4205798754643,-71.4989504584695
"1.13.85.140A",1,13,"85","140A",-16.4197235407769,-71.4978037749509
"1.13.85.157A",1,13,"85","157A",-16.4189049482191,-71.4966530809573
"1.13.85.161A",1,13,"85","161A",-16.4193513383046,-71.497769421474
"1.13.85.170A",1,13,"85","170A",-16.4195162420878,-71.49854493981
"1.13.85.194A",1,13,"85","194A",-16.4188188829977,-71.4988653727123
"1.13.85.203A",1,13,"85","203A",-16.4184824812801,-71.4980134411453
"1.13.85.220A",1,13,"85","220A",-16.4187803057344,-71.4975205298984
"1.13.85.226A",1,13,"85","226A",-16.4185488242876,-71.4967027288823
"1.13.85.230B",1,13,"85","230B",-16.4182750065538,-71.4969731712155
"1.13.85.230A",1,13,"85","230A",-16.4182750065538,-71.4969731712155
"1.13.85.238A",1,13,"85","238A",-16.4177530611604,-71.4961152025121
"1.13.85.245A",1,13,"85","245A",-16.4181485192397,-71.4960235246454
"1.13.85.27A",1,13,"85","27A",-16.4203524793508,-71.4997039257728
"1.13.85.65A",1,13,"85","65A",-16.4196292138647,-71.5010697876243
"1.13.85.93A",1,13,"85","93A",-16.4195274234093,-71.4997449129367
"1.13.86.17A",1,13,"86","17A",-16.4190443114027,-71.5008494166506
"1.13.86.18A",1,13,"86","18A",-16.4192589107341,-71.5007706394065
"1.13.86.67A",1,13,"86","67A",-16.4178848258572,-71.4983560939853
"1.13.86.90A",1,13,"86","90A",-16.4175020475679,-71.4970235823107
"1.13.87.18A",1,13,"87","18A",-16.4184663521086,-71.5014866535135
"1.13.87.2A",1,13,"87","2A",-16.4190474657172,-71.5022956737012
"1.13.87.224A",1,13,"87","224A",-16.4172776662112,-71.5023543438948
"1.13.87.319A",1,13,"87","319A",-16.4178041642205,-71.4994893506045
"1.13.87.368B",1,13,"87","368B",-16.4172869910403,-71.498402256164
"1.13.87.368A",1,13,"87","368A",-16.4172869910403,-71.498402256164
"1.13.87.415A",1,13,"87","415A",-16.4173775449586,-71.4991986882576
"1.13.87.427A",1,13,"87","427A",-16.4173498598211,-71.4975409200918
"1.13.87.430B",1,13,"87","430B",-16.4174689048642,-71.4978002787848
"1.13.87.430A",1,13,"87","430A",-16.4174689048642,-71.4978002787848
"1.13.87.442A",1,13,"87","442A",-16.4168680398652,-71.4972649365765
"1.13.88.230A",1,13,"88","230A",-16.4154788217052,-71.5047619324875
"1.13.88.366A",1,13,"88","366A",-16.4143754458421,-71.5038290200848
"1.13.88.47A",1,13,"88","47A",-16.4155640743037,-71.5065553722561
"1.13.88.494A",1,13,"88","494A",-16.4141990861344,-71.5032468571105
"1.13.88.547A",1,13,"88","547A",-16.4153611066703,-71.502219858002
"1.13.88.644A",1,13,"88","644A",-16.4165828955909,-71.4993063663167
"1.13.88.657A",1,13,"88","657A",-16.4166312099473,-71.5003644234663
"1.13.88.777A",1,13,"88","777A",-16.4156228266574,-71.4972833333333
"1.13.88.82A",1,13,"88","82A",-16.4146769599391,-71.5070181014817
"1.13.88.827A",1,13,"88","827A",-16.4145520051793,-71.4997572715948
"1.13.88.859A",1,13,"88","859A",-16.4154216068947,-71.5020277868828
"1.13.88.86A",1,13,"88","86A",-16.4148069056086,-71.507607158939
"1.13.88.937A",1,13,"88","937A",-16.4140200908823,-71.5009132568815
"1.13.88.962A",1,13,"88","962A",-16.414188428363,-71.5003401033611
"1.13.88.982A",1,13,"88","982A",-16.4141957722511,-71.4997581062734
"1.13.9.110A",1,13,"9","110A",-16.4332823545512,-71.491953257984
"1.13.9.199A",1,13,"9","199A",-16.4336070697274,-71.489702762222
"1.13.9.260A",1,13,"9","260A",-16.4345225484603,-71.4894681901178
"1.13.9.277A",1,13,"9","277A",-16.4343782483391,-71.491564182514
"1.13.90.115A",1,13,"90","115A",-16.4116775280247,-71.5084975761943
"1.13.90.115B",1,13,"90","115B",-16.4116775280247,-71.5084975761943
"1.13.90.61A",1,13,"90","61A",-16.4114688829124,-71.5120471263619
"1.13.90.98A",1,13,"90","98A",-16.411238448679,-71.5091027843083
"1.13.91.16A",1,13,"91","16A",-16.4108704051975,-71.5080480546952
"1.13.92.108A",1,13,"92","108A",-16.4135384394236,-71.5055060798867
"1.13.92.141A",1,13,"92","141A",-16.4124789641834,-71.5055461165578
"1.13.92.156A",1,13,"92","156A",-16.4126629365637,-71.5043249816152
"1.13.92.205A",1,13,"92","205A",-16.4111689818687,-71.5055922289309
"1.13.92.205B",1,13,"92","205B",-16.4111689818687,-71.5055922289309
"1.13.92.222A",1,13,"92","222A",-16.4116520498602,-71.505297076367
"1.13.92.224A",1,13,"92","224A",-16.4117862689431,-71.5053869068619
"1.13.92.23A",1,13,"92","23A",-16.4113585855971,-71.5060858839179
"1.13.92.243A",1,13,"92","243A",-16.4117494378793,-71.5049197172549
"1.13.92.252A",1,13,"92","252A",-16.4105573348163,-71.504894650503
"1.13.92.262A",1,13,"92","262A",-16.4115235407956,-71.5038541145541
"1.13.92.309A",1,13,"92","309A",-16.4126309538026,-71.5037621633639
"1.13.92.429A",1,13,"92","429A",-16.4125005249235,-71.5019321526244
"1.13.92.48A",1,13,"92","48A",-16.4121799936399,-71.5061058929985
"1.13.92.67A",1,13,"92","67A",-16.4136102834837,-71.5060825533466
"1.13.94.127A",1,13,"94","127A",-16.4091628389988,-71.4997515501449
"1.13.94.160A",1,13,"94","160A",-16.4084004263855,-71.4988822245577
"1.13.94.213A",1,13,"94","213A",-16.4078119123514,-71.4988355235912
"1.13.94.218A",1,13,"94","218A",-16.4079483879307,-71.4984354006799
"1.13.94.225A",1,13,"94","225A",-16.4081568667244,-71.4985177650155
"1.13.94.233A",1,13,"94","233A",-16.4078622627991,-71.4982561397254
"1.13.94.236A",1,13,"94","236A",-16.4077036614702,-71.4980959844257
"1.13.94.253A",1,13,"94","253A",-16.4072461368453,-71.4977848389261
"1.13.94.26A",1,13,"94","26A",-16.4093757428656,-71.5025791990065
"1.13.94.271A",1,13,"94","271A",-16.4078393703506,-71.4978599402994
"1.13.94.272A",1,13,"94","272A",-16.4077757881398,-71.4977907268699
"1.13.94.282A",1,13,"94","282A",-16.4085139606517,-71.4981609735778
"1.13.94.29A",1,13,"94","29A",-16.4091207507109,-71.5026238494119
"1.13.94.294A",1,13,"94","294A",-16.4088379255735,-71.4973707529549
"1.13.94.44A",1,13,"94","44A",-16.4083133947102,-71.5013135966538
"1.13.94.51A",1,13,"94","51A",-16.4088501353877,-71.5016976338476
"1.13.94.59A",1,13,"94","59A",-16.4094002303754,-71.5020965576703
"1.13.94.60A",1,13,"94","60A",-16.4095352350693,-71.5020904627415
"1.13.94.85A",1,13,"94","85A",-16.409113675896,-71.500957930611
"1.18.1.122A",1,18,"1","122A",-16.4365040724715,-71.5898441393084
"1.18.1.226A",1,18,"1","226A",-16.4387440474256,-71.588134415376
"1.18.1.240A",1,18,"1","240A",-16.4387322661655,-71.5876286567935
"1.18.1.252A",1,18,"1","252A",-16.4395487847901,-71.5878927297385
"1.18.1.290A",1,18,"1","290A",-16.4401733000312,-71.5878003344042
"1.18.1.293A",1,18,"1","293A",-16.4358301291155,-71.5896066075101
"1.18.1.315A",1,18,"1","315A",-16.4357692971473,-71.5893649843764
"1.18.1.9A",1,18,"1","9A",-16.438661323188,-71.5905011410391
"1.18.11.13A",1,18,"11","13A",-16.4282955525138,-71.5819637345903
"1.18.11.6A",1,18,"11","6A",-16.4277157612191,-71.5820906161506
"1.18.11.72A",1,18,"11","72A",-16.4303799677184,-71.5815517922603
"1.18.13.12A",1,18,"13","12A",-16.4363640077531,-71.5802754744903
"1.18.13.8A",1,18,"13","8A",-16.4366851089651,-71.5802587426182
"1.18.14.100A",1,18,"14","100A",-16.4222523624502,-71.5871300017588
"1.18.14.113A",1,18,"14","113A",-16.4232389270137,-71.5871477867605
"1.18.14.122A",1,18,"14","122A",-16.4234449587608,-71.5878575284162
"1.18.14.139B",1,18,"14","139B",-16.4228012817591,-71.587673311197
"1.18.14.139A",1,18,"14","139A",-16.4228012817591,-71.587673311197
"1.18.14.4A",1,18,"14","4A",-16.4247158609817,-71.5849992431497
"1.18.14.49A",1,18,"14","49A",-16.4249305898117,-71.588095988555
"1.18.14.81A",1,18,"14","81A",-16.4215662039415,-71.5892973317651
"1.18.15.24A",1,18,"15","24A",-16.4326929017507,-71.5877708087489
"1.18.15.74A",1,18,"15","74A",-16.4339086129977,-71.5894850570397
"1.18.16.31A",1,18,"16","31A",-16.4306748404408,-71.5929967094969
"1.18.16.57A",1,18,"16","57A",-16.4327476139719,-71.5945173802111
"1.18.16.58A",1,18,"16","58A",-16.4334225672505,-71.5948310044671
"1.18.16.9A",1,18,"16","9A",-16.4312837256025,-71.5942591838326
"1.18.17.8A",1,18,"17","8A",-16.418057894073,-71.593045319082
"1.18.18.2A",1,18,"18","2A",-16.4186111758436,-71.5941777889029
